Name,Revenue,Profits,Assets,MarketValue,Employees,Industry,City,State,Country,Region,EconomicPole,Ticker,CeoTitle
Renault,50280,3131.5,98415,0,120136,Motor Vehicles and Parts,Boulogne-Billancourt,0,France,Europe,Developed ,RNLSY ,"Chairman, Chief Executive Officer"
Inditex,23053,3170.6,18779,0,152854,Specialty Retailers,Arteixo,0,Spain,Europe,Developed ,IDEXY ,"Chairman, Chief Executive Officer"
Pacific Construction Group,73047,3205.2,42798,0,351679,"Engineering, Construction",Nanjing,0,China,Asia,Growth,  ,"Chairman, Chief Executive Officer"
China FAW Group,62852,3252.6,51325,0,132083,Motor Vehicles and Parts,Changchun,0,China,Asia,Growth,  ,Chairman
Nike,30601,3273,21600,104693,62600,Apparel,Beaverton,Oregon,U.S.,N. America,Developed ,NKE   ,"Chief Executive Officer, President"
Nippon Life Insurance,67118,3360.8,628296,0,73578,"Insurance: Life, Health (Mutual)",Osaka,0,Japan,Asia,Developed ,  ,"President, Chief Executive Officer"
Target,73785,3363,40262,49367,341000,General Merchandisers,Minneapolis,Minnesota,U.S.,N. America,Developed ,TGT   ,"Chairman, Chief Executive Officer"
Petronas,63466,3371.9,137974,0,53149,Petroleum Refining,Kuala Lumpur,0,Malaysia,Asia,Growth,  ,"President, Group Chief Executive Officer"
SAP,23065,3398.8,44958,0,76986,Computer Software,Walldorf,0,Germany,Europe,Developed ,SAP   ,Chief Executive Officer
Travelers Cos.,26800,3439,100184,34427,30900,Insurance: Property and Casualty (Stock),New York,New York,U.S.,N. America,Developed ,TRV   ,0
Munich Re,69433,3446.5,300356,0,43554,Insurance: Property and Casualty (Stock),Munich,0,Germany,Europe,Developed ,MURGY ,"Chief Executive Officer, Director"
Telstra,22126,3518.5,31078,0,36165,Telecommunications,Melbourne,0,Australia,Asia,Developed ,TLSYY ,Chief Executive Officer
Robert Bosch,78323,3541.9,83926,0,374778,Motor Vehicles and Parts,Stuttgart,0,Germany,Europe,Developed ,  ,"Chairman, Chief Executive Officer"
Japan Post Holdings,118762,3548.3,2597856,0,250876,"Insurance: Life, Health (stock)",Tokyo,0,Japan,Asia,Developed ,  ,"Director, Representative, President, Chief Executive Officer"
Sinopec,294344,3594.8,317006,0,810538,Petroleum Refining,Beijing,0,China,Asia,Growth,  ,"Vice Chairman, President"
Groupe BPCE,56209,3596.3,1267090,0,102886,Banks: Commercial and Savings,Paris,0,France,Europe,Developed ,  ,"Chairman, Management Board"
Lockheed Martin,46132,3605,49128,67508,126000,Aerospace and Defense,Bethesda,Maryland,U.S.,N. America,Developed ,LMT   ,"Chairman of the Board, President, Chief Executive Officer"
Deutsche Telekom,76793,3609.6,156326,0,226000,Telecommunications,Bonn,0,Germany,Europe,Developed ,DTEGY ,Chief Executive Officer
Fuji Heavy Industries,26924,3637.2,23068,0,34735,Motor Vehicles and Parts,Tokyo,0,Japan,Asia,Developed ,FUJHY ,"President, Chief Executive Officer"
Sberbank,45608,3654.8,375039,0,330677,Banks: Commercial and Savings,Moscow,0,Russia,Russia / CIS ,Growth,SBRCY ,"Chairman, Chief Executive Officer"
L'Oréal,28017,3657.7,36617,0,82881,Household and Personal Products,Clichy,0,France,Europe,Developed ,LRLCY ,"Chairman, Chief Executive Officer, Secretary"
CITIC Group,55938,3763.5,884429,0,194795,Diversified Financials,Beijing,0,China,Asia,Growth,  ,"President, Chief Executive Officer"
Time Warner,28118,3833,63848,57326,24800,Entertainment,New York,New York,U.S.,N. America,Developed ,TWX   ,"Chairman, Chief Executive Officer"
BT Group,28670,3896.6,61209,0,102500,Telecommunications,London,0,Britain,Europe,Developed ,BT    ,Chief Executive Officer
Crédit Agricole,84099,3900.2,1661119,0,71499,Banks: Commercial and Savings,Paris,0,France,Europe,Developed ,CRARY ,"Chief Executive Officer, Director"
National Grid,22758,3901.1,84694,0,25068,Utilities,London,0,Britain,Europe,Developed ,NGG   ,Chief Executive Officer
Prudential,63106,3940.2,570300,0,23924,"Insurance: Life, Health (stock)",London,0,Britain,Europe,Developed ,PUK   ,Group Chief Executive
SoftBank Group,76469,3949.7,184261,0,63591,Telecommunications,Tokyo,0,Japan,Asia,Developed ,SFTBY ,"President, Chief Executive Officer"
Valero Energy,81824,3990,44343,30132,10103,Petroleum Refining,San Antonio,Texas,U.S.,N. America,Developed ,VLO   ,"Chief Executive Officer, President, Director"
Capital One Financial,25098,4050,334048,35977,45400,Banks: Commercial and Savings,McLean,Virginia,U.S.,N. America,Developed ,COF   ,"Chairman, Chief Executive Officer, President"
KDDI,37202,4118.8,51675,0,31834,Telecommunications,Tokyo,0,Japan,Asia,Developed ,KDDIY ,"President, Member of the Board"
China Life Insurance,101274,4170.3,466302,0,130732,"Insurance: Life, Health (stock)",Beijing,0,China,Asia,Growth,  ,"Chairman, Executive Director"
China Post Group,69637,4194.3,1157379,0,938494,"Mail, Package, and Freight Delivery",Beijing,0,China,Asia,Growth,  ,"President, Chief Executive Officer"
Walgreens Boots Alliance,103444,4220,68782,90874,302500,Food and Drug Stores,Deerfield,Illinois,U.S.,N. America,Developed ,WBA   ,"Executive Vice Chairman, Acting Chief Executive Officer"
Banco do Brasil,67071,4220.5,351167,0,109191,Banks: Commercial and Savings,Brasília,0,Brazil,Latin America  ,Growth,BDORY ,"Director, Chief Executive Officer"
Reliance Industries,43437,4220.5,91549,0,24930,Petroleum Refining,Mumbai,0,India,South Asia,Growth,????  ,"Chairman, Managing Director"
Phillips 66,87169,4227,48580,45566,14000,Petroleum Refining,Houston,Texas,U.S.,N. America,Developed ,PSX   ,"Chairman, Chief Executive Officer"
Nissan Motor,101536,4363.5,154597,0,152421,Motor Vehicles and Parts,Yokohama,0,Japan,Asia,Developed ,NSANY ,"President, Chief Executive Officer"
BASF,78147,4422.7,76942,0,108048,Chemicals,Ludwigshafen,0,Germany,Europe,Developed ,BASFY ,Chairman of the Board
Société Générale,107736,4438.2,1449415,0,151149,Banks: Commercial and Savings,Paris,0,France,Europe,Developed ,SCGLY ,"Chairman, Chief Executive Officer"
Merck,39498,4442,101779,146839,68000,Pharmaceuticals,Kenilworth,New Jersey,U.S.,N. America,Developed ,MRK   ,"Chairman, Chief Executive Officer"
LyondellBasell Industries,32736,4476,22757,0,13000,Chemicals,Rotterdam,0,Netherlands,Europe,Developed ,LYB   ,Chief Executive Officer
Delta Air Lines,40704,4526,53134,37898,82949,Airlines,Atlanta,Georgia,U.S.,N. America,Developed ,DAL   ,0
McDonald's,25413,4529.3,37939,113314,420000,Food Services,Oak Brook,Illinois,U.S.,N. America,Developed ,MCD   ,"President, Chief Executive Officer, Director"
HP,103355,4554,106882,21272,287000,"Computers, Office Equipment",Palo Alto,California,U.S.,N. America,Developed ,HPQ   ,0
Bayer,52437,4559.1,80289,0,116800,Pharmaceuticals,Leverkusen,0,Germany,Europe,Developed ,BAYRY ,"Chairman, Chief Executive Officer"
Chevron,131118,4587,266103,179653,61500,Petroleum Refining,San Ramon,California,U.S.,N. America,Developed ,CVX   ,"Chairman, Chief Executive Officer"
Swiss Re,35714,4597,196135,0,12767,Insurance: Property and Casualty (Stock),Zurich,0,Switzerland,Europe,Developed ,SSREY ,"Group Chief Executive Officer, Director"
China National Offshore Oil,67799,4608.1,179004,0,110200,"Mining, Crude-Oil Production",Beijing,0,China,Asia,Growth,  ,"Executive Director, Chief Executive Officer"
Hon Hai Precision Industry,141213,4627.1,70287,0,1060000,"Electronics, Electrical Equip.",New Taipei City,0,Taiwan,Asia,Growth,HNHPF ,"Chairman, Chief Executive Officer, Secretary"
SK Holdings,34992,4727.5,82431,0,83000,Petroleum Refining,Seoul,0,South Korea,Asia,Growth,0,"Chief Executive Officer, President"
SAIC Motor,106684,4740.9,78790,0,92780,Motor Vehicles and Parts,Shanghai,0,China,Asia,Growth,  ,"Vice Chairman, President, Chief Executive Officer"
Sanofi,41460,4755.5,111141,0,115631,Pharmaceuticals,Paris,0,France,Europe,Developed ,SNY   ,"Chief Executive Officer, Director"
Lukoil,84677,4765.1,68884,0,106200,Petroleum Refining,Moscow,0,Russia,Russia / CIS ,Growth,LUKOY ,"President, Chief Executive Officer"
Honeywell International,38581,4768,49316,85308,129000,"Electronics, Electrical Equip.",Morris Plains,New Jersey,U.S.,N. America,Developed ,HON   ,"Chairman, Chief Executive Officer"
Union Pacific,21813,4772,54600,67332,47457,Railroads,Omaha,Nebraska,U.S.,N. America,Developed ,UNP   ,"Chief Executive Officer, President"
3M,30274,4833,32718,100946,89446,Miscellaneous,St. Paul,Minnesota,U.S.,N. America,Developed ,MMM   ,"Chairman, Chief Executive Officer, President"
United Parcel Service,58363,4844,38311,93277,341240,"Mail, Package, and Freight Delivery",Atlanta,Georgia,U.S.,N. America,Developed ,UPS   ,Chief Executive Officer
National Australia Bank,34181,4963.1,670542,0,41826,Banks: Commercial and Savings,Docklands,0,Australia,Asia,Developed ,NABZY ,Group Chief Executive Officer
SABIC,39481,5003.8,87446,0,40000,Chemicals,Riyadh,0,Saudi Arabia,MENAT,Growth,  ,"Vice Chairman, Chief Executive Officer"
Total,143421,5087,224484,0,96019,Petroleum Refining,Courbevoie,0,France,Europe,Developed ,TOT   ,"Chairman, Chief Executive Officer"
AbbVie,22859,5144,53050,92405,28000,Pharmaceuticals,North Chicago,Illinois,U.S.,N. America,Developed ,ABBV  ,"Chairman of the Board, Chief Executive Officer"
American Express,34441,5163,161184,58842,54800,Diversified Financials,New York,New York,U.S.,N. America,Developed ,AXP   ,"Chairman, Chief Executive Officer"
Boeing,96114,5176,94408,82645,161400,Aerospace and Defense,Chicago,Illinois,U.S.,N. America,Developed ,BA    ,0
CVS,153290,5237,93657,113947,199000,Food and Drug Stores,Woonsocket,Rhode Island,U.S.,N. America,Developed ,CVS   ,"President, Chief Executive Officer, Director"
Qualcomm,25281,5271,50796,76449,33000,Network and Other Communications Equipment,San Diego,California,U.S.,N. America,Developed ,QCOM  ,Chief Executive Officer
MetLife,69951,5310,877933,48188,69000,"Insurance: Life, Health (stock)",New York,New York,U.S.,N. America,Developed ,MET   ,"Chairman, President, Chief Executive Officer"
Sumitomo Mitsui Financial Group,39751,5386.8,1660312,0,73652,Banks: Commercial and Savings,Tokyo,0,Japan,Asia,Developed ,SMFG  ,"President, Representative Director"
Banco Bradesco,43740,5439.4,259596,0,79782,Banks: Commercial and Savings,Osasco,0,Brazil,Latin America  ,Growth,BBD   ,Chief Executive Officer
Unilever,59093,5445.4,56806,0,171000,Household and Personal Products,London,0,Britain,Europe,Developed ,UL    ,"Chief Executive Officer, Director"
PepsiCo,63056,5452,69667,149753,263000,Food Consumer Products,Purchase,New York,U.S.,N. America,Developed ,PEP   ,"Chairman, Chief Executive Officer"
ING Group,66206,5464.3,910078,0,57553,Banks: Commercial and Savings,Amsterdam,0,Netherlands,Europe,Developed ,ING   ,"Chairman, Chief Executive Officer, Secretary"
Mizuho Financial Group,26783,5588.8,1721468,0,56375,Banks: Commercial and Savings,Tokyo,0,Japan,Asia,Developed ,MFG   ,"President, Chief Executive Officer"
Bank of Nova Scotia,25119,5639,654714,0,89214,Banks: Commercial and Savings,"Toronto, Ontario",0,Canada,N. America,Developed ,BNS   ,"President, Chief Executive Officer"
Prudential Financial,57119,5642,757388,32086,49384,"Insurance: Life, Health (stock)",Newark,New Jersey,U.S.,N. America,Developed ,PRU   ,"Chairman, Chief Executive Officer"
Hyundai Motor,81320,5674.9,141063,0,129315,Motor Vehicles and Parts,Seoul,0,South Korea,Asia,Growth,HYMTF ,"Chairman, Chief Executive Officer"
Rosneft Oil,64749,5810.4,132236,0,261500,Petroleum Refining,Moscow,0,Russia,Russia / CIS ,Growth,OJSCY ,"President, Chairman of the Board, Chief Executive Officer"
UnitedHealth Group,157107,5813,111383,122542,200000,Health Care: Insurance and Managed Care,Minnetonka,Minnesota,U.S.,N. America,Developed ,UNH   ,"President, Chief Executive Officer, Director"
Australia & New Zealand Banking Group,28958,5867.5,624799,0,50152,Banks: Commercial and Savings,Docklands,0,Australia,Asia,Developed ,ANZBY ,Chief Executive Officer
Huawei Technologies,62855,5872.9,57311,0,170000,Network and Other Communications Equipment,Shenzhen,0,China,Asia,Growth,  ,Chairman of the Board
U.S. Bancorp,21494,5879,421853,70518,65433,Banks: Commercial and Savings,Minneapolis,Minnesota,U.S.,N. America,Developed ,USB   ,"Chairman, President, Chief Executive Officer"
Goldman Sachs Group,39208,6083,861395,69253,36800,Banks: Commercial and Savings,New York,New York,U.S.,N. America,Developed ,GS    ,"Chairman, Chief Executive Officer"
Morgan Stanley,37897,6127,787465,48984,56218,Banks: Commercial and Savings,New York,New York,U.S.,N. America,Developed ,MS    ,"Chairman, Chief Executive Officer"
Nippon Telegraph & Telephone,96134,6145.2,187186,0,241450,Telecommunications,Tokyo,0,Japan,Asia,Developed ,NTT   ,"President, Chief Executive Officer"
State Farm Insurance Cos.,75697,6228.6,241183,0,70425,Insurance: Property and Casualty (Mutual),Bloomington,Illinois,U.S.,N. America,Developed ,  ,0
AXA,129250,6230.8,963535,0,98279,"Insurance: Life, Health (stock)",Paris,0,France,Europe,Developed ,AXAHY ,"Chairman, Chief Executive Officer"
Westpac Banking,31064,6273.9,570215,0,35241,Banks: Commercial and Savings,Sydney,0,Australia,Asia,Developed ,WBK   ,"Managing Director, Chief Executive Officer"
Toronto-Dominion Bank,30174,6360.9,844193,0,81483,Banks: Commercial and Savings,"Toronto, Ontario",0,Canada,N. America,Developed ,TD    ,"Group President, Chief Executive Officer"
Freddie Mac,63491,6376,1986050,871,5439,Diversified Financials,McLean,Virginia,U.S.,N. America,Developed ,FMCC  ,"Chief Executive Officer, Director"
UBS,38511,6447.5,942160,0,60099,Banks: Commercial and Savings,Zurich,0,Switzerland,Europe,Developed ,UBS   ,"Group Chief Executive Officer, Director"
Banco Santander,84885,6617.9,1455790,0,191038,Banks: Commercial and Savings,Madrid,0,Spain,Europe,Developed ,SAN   ,"Chief Executive Officer, Executive Vice President, Chief Financial Officer"
Philip Morris International,26794,6873,33956,152193,80200,Miscellaneous,New York,New York,U.S.,N. America,Developed ,PM    ,Chief Executive Officer
Amgen,21662,6939,71576,112761,17900,Pharmaceuticals,Thousand Oaks,California,U.S.,N. America,Developed ,AMGN  ,"Chairman, Chief Executive Officer"
Pfizer,48851,6960,167460,183298,97900,Pharmaceuticals,New York,New York,U.S.,N. America,Developed ,PFE   ,"Chairman of the Board, Chief Executive Officer"
Home Depot,88519,7009,42549,167181,385000,Specialty Retailers,Atlanta,Georgia,U.S.,N. America,Developed ,HD    ,"Chairman, Chief Executive Officer, President"
Procter & Gamble,78756,7036,129495,222613,110000,Household and Personal Products,Cincinnati,Ohio,U.S.,N. America,Developed ,PG    ,0
BMW Group,102248,7065,187015,0,122244,Motor Vehicles and Parts,Munich,0,Germany,Europe,Developed ,BAMXY ,"Chairman, Chief Executive Officer, Head"
China National Petroleum,299271,7090.6,621242,0,1589508,Petroleum Refining,Beijing,0,China,Asia,Growth,  ,Chairman
Mondelez International,29636,7267,62843,62472,99000,Food Consumer Products,Deerfield,Illinois,U.S.,N. America,Developed ,MDLZ  ,"Chairman, Chief Executive Officer"
China Minsheng Banking,42449,7337.4,696176,0,59510,Banks: Commercial and Savings,Beijing,0,China,Asia,Growth,CMAKY ,"Vice Chairman, President"
Allianz,122948,7339,922121,0,142459,Insurance: Property and Casualty (Stock),Munich,0,Germany,Europe,Developed ,AZSEY ,"Chief Executive Officer, Chairman, Chief Compliance Officer"
United Continental Holdings,37864,7340,40861,21519,84000,Airlines,Chicago,Illinois,U.S.,N. America,Developed ,UAL   ,0
Coca-Cola,44294,7351,90093,200845,123200,Beverages,Atlanta,Georgia,U.S.,N. America,Developed ,KO    ,"Chairman, Chief Executive Officer"
Ford Motor,149558,7373,224925,53758,199000,Motor Vehicles and Parts,Dearborn,Michigan,U.S.,N. America,Developed ,F     ,"President, Chief Executive Officer"
BNP Paribas,111531,7425.5,2166092,0,181551,Banks: Commercial and Savings,Paris,0,France,Europe,Developed ,BNPQY ,Chief Executive Officer
Commonwealth Bank of Australia,37680,7536.8,671156,0,45948,Banks: Commercial and Savings,Sydney,0,Australia,Asia,Developed ,CMWAY ,"Managing Director, Chief Executive Officer"
United Technologies,61047,7608,87484,83727,197200,Aerospace and Defense,Farmington,Connecticut,U.S.,N. America,Developed ,UTX   ,"President, Chief Executive Officer"
American Airlines Group,40990,7610,48415,24730,118500,Airlines,Fort Worth,Texas,U.S.,N. America,Developed ,AAL   ,"Chief Executive Officer, Chairman"
Dow Chemical,48778,7685,68026,56816,49495,Chemicals,Midland,Michigan,U.S.,N. America,Developed ,DOW   ,"President, Chairman, Chief Executive Officer"
Itaú Unibanco Holding,55082,7721.3,322735,0,90320,Banks: Commercial and Savings,São Paulo,0,Brazil,Latin America  ,Growth,ITUB  ,"Vice Chairman, President"
Mitsubishi UFJ Financial Group,47600,7925,2654413,0,110936,Banks: Commercial and Savings,Tokyo,0,Japan,Asia,Developed ,MTU   ,"President, Chief Executive Officer"
Royal Bank of Canada,34795,7979.3,821134,0,72839,Banks: Commercial and Savings,"Toronto, Ontario",0,Canada,N. America,Developed ,RY    ,"President, Chief Executive Officer"
Industrial Bank,46446,7989.1,816016,0,52016,Banks: Commercial and Savings,Fuzhou,0,China,Asia,Growth,0,Chairman
Shanghai Pudong Development Bank,42030,8052.3,776819,0,48427,Banks: Commercial and Savings,Shanghai,0,China,Asia,Growth,0,Chairman of the Board
Comcast,74510,8163,166574,149182,153000,Telecommunications,Philadelphia,Pennsylvania,U.S.,N. America,Developed ,CMCSA ,"Chairman, Chief Executive Officer"
Anheuser-Busch InBev,43604,8273,134635,0,152321,Beverages,Leuven,0,Belgium,Europe,Developed ,BUD   ,Chief Executive Officer
Twenty-First Century Fox,28987,8306,50051,53473,20500,Entertainment,New York,New York,U.S.,N. America,Developed ,FOXA  ,"Chairman, Chief Executive Officer"
Siemens,87660,8338,134320,0,348000,"Electronics, Electrical Equip.",Munich,0,Germany,Europe,Developed ,SIEGY ,"President, Chief Executive Officer"
Walt Disney,52465,8382,88182,162031,185000,Entertainment,Burbank,California,U.S.,N. America,Developed ,DIS   ,"Chairman, Chief Executive Officer"
Ping An Insurance,110308,8625,733824,0,275011,"Insurance: Life, Health (stock)",Shenzhen,0,China,Asia,Growth,PNGAY ,"Chairman, Chief Executive Officer"
Cisco Systems,49161,8981,113481,143265,71833,Network and Other Communications Equipment,San Jose,California,U.S.,N. America,Developed ,CSCO  ,0
China Merchants Bank,48459,9180.8,843135,0,76192,Banks: Commercial and Savings,Shenzhen,0,China,Asia,Growth,CIHKY ,"President, Executive Director"
Roche Group,52390,9212.4,75710,0,91747,Pharmaceuticals,Basel,0,Switzerland,Europe,Developed ,RHHBY ,Chief Executive Officer
Daimler,165800,9344.5,235886,0,284015,Motor Vehicles and Parts,Stuttgart,0,Germany,Europe,Developed ,DDAIY ,"Chairman, Chief Executive Officer, President"
Nestlé,92285,9423.4,123905,0,335000,Food Consumer Products,Vevey,0,Switzerland,Europe,Developed ,NSRGY ,"Chief Executive Officer, Nestle SA,  Director"
Taiwan Semiconductor Manufacturing,26575,9541.5,50467,0,45272,Semiconductors and Other Electronic Components,Hsinchu,0,Taiwan,Asia,Growth,TSM   ,"President, Co-Chief Executive Officer"
General Motors,152356,9687,194520,48543,215000,Motor Vehicles and Parts,Detroit,Michigan,U.S.,N. America,Developed ,GM    ,Chief Executive Officer
Oracle,38226,9938,110903,169771,132000,Computer Software,Redwood City,California,U.S.,N. America,Developed ,ORCL  ,"Co-Chief Executive Officer, Director"
China Mobile Communications,106761,10144.2,251113,0,436651,Telecommunications,Beijing,0,China,Asia,Growth,  ,"Executive Director, Chief Executive Officer"
State Grid,329601,10201.4,478539,0,927839,Utilities,Beijing,0,China,Asia,Growth,  ,"President, Chief Executive Officer"
Bank of Communications,57068,10586.2,1101910,0,93770,Banks: Commercial and Savings,Shanghai,0,China,Asia,Growth,BCMXY ,"Vice Chairman, Executive Director, President"
Fannie Mae,110359,10954,3221917,1621,7300,Diversified Financials,Washington,District Of Columbia,U.S.,N. America,Developed ,FNMA  ,"President, Chief Executive Officer, Director"
Intel,55355,11420,103065,152821,107300,Semiconductors and Other Electronic Components,Santa Clara,California,U.S.,N. America,Developed ,INTC  ,"Chief Executive Officer, Director"
Korea Electric Power,51805,11751.7,149499,0,41949,Utilities,Jeollanam-do,0,South Korea,Asia,Growth,KEP   ,Chief Executive Officer
Microsoft,93580,12193,176223,436831,118000,Computer Software,Redmond,Washington,U.S.,N. America,Developed ,MSFT  ,"Chief Executive Officer, Director"
GlaxoSmithKline,36550,12867.2,78763,0,101255,Pharmaceuticals,Brentford,0,Britain,Europe,Developed ,GSK   ,"Chief Executive Officer, Director"
Gazprom,99464,12882,233958,0,462400,Energy,Moscow,0,Russia,Russia / CIS ,Growth,OGZPY ,"Head, Department Management Committee, Chief Executive Officer"
International Business Machines,82461,13190,110495,145525,411798,Information Technology Services,Armonk,New York,U.S.,N. America,Developed ,IBM   ,"Chairman, President, Chief Executive Officer"
AT&T,146801,13345,402672,240943,281450,Telecommunications,Dallas,Texas,U.S.,N. America,Developed ,T     ,"Chairman, Chief Executive Officer"
HSBC Holdings,89061,13522,2409656,0,264000,Banks: Commercial and Savings,London,0,Britain,Europe,Developed ,HSBC  ,"Group Chief Executive Officer, Director"
Wal-Mart Stores,482130,14694,199581,215356,2300000,General Merchandisers,Bentonville,Arkansas,U.S.,N. America,Developed ,WMT   ,"President, Chief Executive Officer, Director"
CK Hutchison Holdings,22715,15294.6,133285,0,270000,Specialty Retailers,Hong Kong,0,China,Asia,Growth,CKHUY ,Chairman
Johnson & Johnson,70074,15409,133411,298563,127100,Pharmaceuticals,New Brunswick,New Jersey,U.S.,N. America,Developed ,JNJ   ,"Chairman of the Board, Chief Executive Officer"
Bank of America Corp.,93056,15888,2144316,139603,213280,Banks: Commercial and Savings,Charlotte,North Carolina,U.S.,N. America,Developed ,BAC   ,"Chairman, Chief Executive Officer"
Exxon Mobil,246204,16150,336758,347129,75600,Petroleum Refining,Irving,Texas,U.S.,N. America,Developed ,XOM   ,"Chairman, Chief Executive Officer"
Alphabet,74989,16348,147461,525119,61814,Internet Services and Retailing,Mountain View,California,U.S.,N. America,Developed ,GOOGL ,"Chief Executive Officer, Director"
Samsung Electronics,177440,16531.9,206585,0,319000,"Electronics, Electrical Equip.",Suwon,0,South Korea,Asia,Growth,SSNLF ,"Vice Chairman, Chief Executive Officer"
Citigroup,88275,17242,1731210,122796,231000,Banks: Commercial and Savings,New York,New York,U.S.,N. America,Developed ,C     ,"Chief Executive Officer, Director"
Novartis,51030,17783,131556,0,118700,Pharmaceuticals,Basel,0,Switzerland,Europe,Developed ,NVS   ,"Chief Executive Officer, Director"
Verizon Communications,131620,17879,244640,220646,177700,Telecommunications,New York,New York,U.S.,N. America,Developed ,VZ    ,"Chairman, Chief Executive Officer"
Gilead Sciences,32639,18108,51839,124437,8000,Pharmaceuticals,Foster City,California,U.S.,N. America,Developed ,GILD  ,0
Toyota Motor,236592,19264.2,422029,0,348877,Motor Vehicles and Parts,Toyota,0,Japan,Asia,Developed ,TM    ,"President, Member of the Board"
Wells Fargo,90033,22894,1787632,244568,264700,Banks: Commercial and Savings,San Francisco,California,U.S.,N. America,Developed ,WFC   ,"Chairman, Chief Executive Officer, President"
Berkshire Hathaway,210821,24083,552257,350279,331000,Insurance: Property and Casualty (Stock),Omaha,Nebraska,U.S.,N. America,Developed ,BRKA  ,"Chairman of the Board, Chief Executive Officer"
JPMorgan Chase & Co.,101006,24442,2351698,217353,234598,Banks: Commercial and Savings,New York,New York,U.S.,N. America,Developed ,JPM   ,"Chairman, Chief Executive Officer"
Bank of China,122337,27185.5,2589565,0,310042,Banks: Commercial and Savings,Beijing,0,China,Asia,Growth,BACHY ,"Vice Chairman, Chief Executive Officer, President"
Agricultural Bank of China,133419,28734.9,2739835,0,508726,Banks: Commercial and Savings,Beijing,0,China,Asia,Growth,ACGCY ,"Chairman, Chief Executive Officer"
China Construction Bank,147910,36303.3,2825781,0,369183,Banks: Commercial and Savings,Beijing,0,China,Asia,Growth,CICHY ,"President, Chief Executive Officer"
Industrial & Commercial Bank of China,167227,44098.2,3420257,0,466346,Banks: Commercial and Savings,Beijing,0,China,Asia,Growth,IDCBY ,President
Apple,233715,53394,290479,604304,110000,"Computers, Office Equipment",Cupertino,California,U.S.,N. America,Developed ,AAPL  ,"Chief Executive Officer, Director"
